delivery_time_days
0.05
0.16
NULL
0.05
0.09
0.13
1.08
0.20
0.03
0.19
0.02
NULL
NULL
0.02
0.02
0.08
1.10
0.06
1.01
0.07
0.08
0.15
0.12
0.09
0.90
2.28
0.14
0.04
0.86
0.94
0.09
0.11
0.07
0.92
0.88
0.98
1.04
0.08
0.09
0.09
0.09
0.05
0.10
0.17
0.15
0.02
0.04
0.97
0.12
0.20
1.08
0.96
NULL
102.81
0.12
0.14
0.09
0.16
1.01
0.15
0.09
0.06
0.10
0.06
0.06
0.90
0.10
0.25
0.15
1.02
0.94
0.06
0.16
0.12
0.16
0.84
0.08
0.95
0.22
0.28
0.02
0.09
NULL
102.95
0.08
0.15
0.23
0.12
0.05
0.07
0.89
0.97
0.02
0.07
0.91
0.12
0.08
0.93
1.08
2.14
0.98
1.32
0.05
1.03
1.02
0.10
1.06
0.14
0.07
0.11
0.07
0.96
0.97
0.98
0.14
0.02
0.05
0.17
0.13
0.09
1.01
0.90
0.05
1.12
0.10
0.90
104.00
0.98
0.06
2.23
0.90
0.11
0.14
0.13
0.87
1.09
0.16
0.15
0.11
0.98
0.09
0.20
0.92
0.06
0.15
0.98
1.02
0.09
2.12
0.13
0.16
0.07
0.23
1.00
0.10
0.16
0.95
0.97
1.00
0.14
1.28
0.87
1.12
1.02
0.94
0.93
0.02
0.19
0.17
0.05
1.05
0.09
NULL
1.34
0.98
0.06
0.15
0.02
0.11
0.12
0.09
1.00
1.04
0.91
0.09
0.06
0.97
1.01
1.19
0.06
0.15
0.98
0.15
0.92
0.09
0.89
1.12
0.09
0.02
0.06
0.11
1.16
0.18
0.90
0.06
0.05
0.07
0.95
1.01
0.12
0.85
0.08
0.89
0.20
0.97
0.90
0.22
1.06
NULL
0.90
0.98
0.88
0.93
0.02
1.01
0.98
0.16
0.06
0.95
0.90
0.21
0.08
0.09
0.01
0.06
0.06
0.03
3.17
102.75
0.30
1.01
0.09
0.95
0.10
0.13
0.05
1.02
0.03
0.09
0.06
0.95
0.06
0.03
0.99
0.08
0.18
0.95
1.00
0.16
0.03
0.02
0.88
0.15
0.07
0.88
1.33
0.89
0.07
0.09
0.05
102.80
0.98
0.88
1.07
0.02
0.18
1.14
0.03
0.94
102.87
0.03
0.14
0.06
0.13
1.12
0.25
0.12
0.23
0.01
0.26
0.16
NULL
0.89
0.17
0.09
0.15
0.15
1.09
0.05
0.10
0.07
2.13
0.08
0.12
0.05
0.04
0.11
0.09
0.11
0.10
0.12
0.14
0.09
0.09
0.16
0.16
0.15
1.00
1.22
0.08
0.88
0.07
0.16
2.11
0.09
0.04
1.05
0.18
0.08
0.09
103.01
102.86
0.08
0.03
0.06
0.07
0.09
1.02
0.06
0.07
1.23
0.12
2.05
0.01
1.00
0.09
0.08
0.16
0.12
0.89
103.02
0.96
0.31
0.07
2.18
0.91
0.12
0.12
0.94
0.02
0.02
1.17
0.93
0.05
0.13
0.95
0.10
0.03
1.09
0.06
0.97
1.01
0.09
1.18
0.09
0.15
0.21
0.22
1.02
0.15
0.16
0.15
0.06
0.06
0.10
0.05
0.07
0.16
0.96
0.90
1.01
0.21
102.93
1.02
0.03
0.20
0.17
0.29
0.09
0.23
0.05
0.15
1.02
0.08
1.00
0.27
0.03
2.04
1.04
0.04
0.95
0.09
1.14
0.12
1.04
0.05
0.12
0.19
0.95
0.05
0.12
0.10
0.08
0.11
0.98
1.13
1.05
0.05
1.24
1.98
0.97
NULL
1.02
0.05
0.13
0.13
0.05
0.98
0.95
0.06
0.08
0.13
0.10
104.03
0.94
0.12
0.94
0.83
0.14
0.15
0.98
0.06
0.94
0.07
0.19
0.09
0.06
0.10
1.17
0.02
0.08
1.07
0.10
0.02
0.03
0.85
0.88
0.20
1.00
0.06
0.05
1.03
0.86
1.00
102.82
0.08
0.88
0.10
0.10
0.92
